content,engagement,comments,personal_exp
"Hey coach - are you concerned DMs will hurt your brand?


Imagine you need milk so you go to Walmart.

You know the clerks know exactly where the milk is.

But have you ever spent 10 minutes looking for something instead of… you know… asking?

I have. And I've wasted hours of my life because of it.



Now imagine the clerk comes up to you. “Can I help you?”

That’s way easier. ""Yes please.""



Are you mad at the clerk for offering you help?

Did that clerk make you think less of Walmart?



Not really. If anything - you're grateful for them. They saved you time and embarrassment.

So why would your prospects not think of you the same way?



Truth is - you're not afraid of hurting your brand.

You're afraid of rejection.

That's the bad news. But here's the good news:

The money you want right now is on the other side of being willing to be told no.
",24,1,FALSE
"Getting to 6 figures required a WHAT.

- What platform
- What niche
- What offer

Getting to 7 figures required a HOW

- How I work
- How I promote
- How I use my time

Not there yet - but I can feel 8 figures will require a WHO

- Who I hire
- Who I trust
- Who I build with
",34,1,FALSE
"My company was making $125k/month at one point (Tweet Hunter).

The team built a LinkedIn clone of it making ~$40k/month (Taplio).

When we sold - the buyer valued the clone higher because Twitter was so unstable.

So with this X rebrand... sorry.

I just don't see it.

We talk about what you can do about it on today's pod.

Link:
",19,3,FALSE
"Is your content not hitting like it used to? This might help:

Imagine you're on the road and you suddenly see yellow lights.

An accident. Someone crashed.

What do people do?

They slow down and pay attention.

I find that content works the same way:



There's a time and place to talk about the good things about your product.

But sometimes you have to talk about the bad things that will happen if they don't buy your product. People make decisions based on motivation. Not logic. And pain is a hell of a motivator.



Two ways to do this:

1) Write down your customer's frustrations. As many as you can.

The key here is that you have to use words they've used themselves. They hit harder. It's the difference between saying ""you want to lose a couple pounds"" and ""you've been hitting the gym for 6 months and your wife can't tell the difference.""



2) Imagine those frustrations play out over 10 years. What would their future look like?

Those are your customer's fears. And they think about them daily. They also hit hard. It's the difference between ""you'll be low energy"" and ""you won't be able to play with your kids because you'll be too busy taking a nap.""

I'm not saying focus on negative content. I'm saying that pain can be useful. Just don't overdo it.
",29,9,FALSE
"Anybody feel like their engagement is down lately?

Same here. But here's 13 things that worked for us:

You can listen to the entire conversation here:
",21,9,FALSE
"I'm crafting a course for you guys on Booking Calls With DMs.

Debating whether to make it free or $1.

But here's the content I've got so far:

- 50 Conversations that booked calls and why

- 50 Conversations that didn't book calls and why

- Optimizing Bio + Profile

- Common Challenges
• Prospect cancels?
• Prospect asks for pricing?
• Prospect stops responding?
• Prospect ghosts after sending calendar link?
• Prospect asks ""is this you or a bot/team?""

- Script
• Opening
• Qualification
• Transition
• Booking Call
• Follow - Ups

- Templates
• Reminder Emails
• Reminder Texts
• Post-Booking Page
• Testimonial Wall

- Reducing No-Shows

- Finding Leads Inside Your Audience

- Don't Run Out Of Leads
• Checklists (For Inbound)
• Checklists (For Outbound)

- CRM + Pipeline Management

- Telling Friends About It

- Decision Making Tree for Follow-Ups
• If they got on a call and didn't close
• If you worked together already

- Triage vs. Sales Call
• When to use each
• Triage call script

- Calendly Setup
• Qualifying Questions
• Days in advance

- Hiring A DM Team

- FAQs
• Will DMs hurt my brand?
• Who are we DMing?
• Making the conversation flow

What else? Hit me 👇🏽
",64,4,FALSE
"Eastern Europe > Western Europe.

Discuss.",16,5,FALSE
"Real talk:

Sometimes I wonder if I was happier when I was broke than I am today (built two 7-figure companies and sold one).

Because I got happy before the millions. WAY before.

I share my ""happiness number"" in today's video:

Is it close to yours?
",26,9,TRUE
"One of my biggest fears starting out was looking like an amateur in front of my audience.

It might be me. But I lost a lot of sleep because of it.

I tested out so many offers.

So many growth tactics.

Listened to so many people's advice that sometimes I couldn't even hear myself.

What's scary is that at some point you realize your followers will lose faith in you.

Which is why so many coaches end up stuck.

Or broke.

Their audience sees them try so many things.

And they end up looking like an amateur.

So people don't buy.

The bad news are that one day it might be too late.

The good news are that it's 100% preventable.

Take Devin for example.

He had 25,000 followers and felt like his audience lost trust in him.

We decided to focus on ONE plan. ONE offer. ONE channel. ONE niche.

And we were not going to pivot until it worked.

A few months later, he made $10,000.

Not in a month. In an HOUR. Two back-to-back $5k clients.

He lives on a Mexican beach now.

And those pesos go a long way...

He learned the power of sticking to one plan. Of doing less - but doing it better.

If you're ready to monetize your LinkedIn audience, DM me ""monetize"".
",31,1,TRUE
"Do you really need to send DMs even if you have an audience?

I asked a few clients how long did they follow me for before becoming a client:

8 months
6 months
3 years
2 years
1 year
2 years
1 year
1 year
2 years
1 year

I’m glad they did. But if I just relied on content it would take a long time to sign more. And I didn’t want to wait a long time.

DMs allowed me to sign more clients and sign them faster.

Don't be afraid to connect with your audience.
",56,2,FALSE
gm.,12,4,FALSE
"Your marketing is weak because your brand is weak.

Your brand is weak because your product is weak.

Your product is weak because it's not your priority.

If you're interested in more content on how to monetize your LinkedIn, join 21,000 creators here →
",21,7,FALSE
"Ads vs. Audience


If you're interested in monetizing your LinkedIn, I've got 4 gifts for you here →
",10,1,FALSE
"Just hit 200,000 Twitter followers!

To celebrate, I'm giving away the most valuable PDF I can think of.

What it is + how to get it here:

Took me 18 months, but the Molina Letter Compilation is ready to go.

Where should I send it?

Let me know →

And thank you for 200k ❤️

If you're interested in more content on how to monetize your LinkedIn, join 21,000 creators here -->
",27,1,FALSE
"“𝘐 𝘧𝘦𝘦𝘭 𝘭𝘪𝘬𝘦 𝘐’𝘮 𝘰𝘯 𝘢 𝘵𝘳𝘦𝘢𝘥𝘮𝘪𝘭𝘭 𝘢𝘭𝘭 𝘸𝘦𝘦𝘬 𝘭𝘰𝘯𝘨
𝘈𝘯𝘥 𝘵𝘩𝘦 𝘰𝘯𝘭𝘺 𝘸𝘢𝘺 𝘵𝘰 𝘴𝘩𝘶𝘵 𝘪𝘵 𝘰𝘧𝘧 𝘪𝘴 𝘵𝘰 𝘣𝘭𝘢𝘤𝘬 𝘰𝘶𝘵.”

You’d think these were the words of an over-worked Wall Street banker.

Nope.

This was a high school student.

The pricey Mandarin tutors, volunteer activities and industrial sports complex had given them a message.

You’re not doing enough. You aren’t enough.

𝗛𝗶𝗴𝗵-𝗮𝗰𝗵𝗶𝗲𝘃𝗶𝗻𝗴 (𝗮𝗻𝗱 “𝗮𝘁-𝗿𝗶𝘀𝗸”) 𝗸𝗶𝗱𝘀
The trope about kids these days is that they’re coddled.

They get participation trophies. They’re shielded from criticism. They’re overly connected to their feelings from years of therapy.

That couldn’t be further from the truth. Particularly for “youth in high achieving schools.” (Not my definition.)

The data is particularly jarring for this group of kids. Their parents make good money and are well educated. They live in affluent neighborhoods with good schools. These families represent the top 20% of US households, beginning at $130,000 of annual income. At these schools, the students on average test in the top 25% of all US students.

(Said differently, their parents are RadReaders.)

Now you may be thinking that we’re talking about the elite private schools in NYC (𝘈𝘷𝘦𝘯𝘶𝘦𝘴) or LA (𝘏𝘢𝘳𝘷𝘢𝘳𝘥 𝘞𝘦𝘴𝘵𝘭𝘢𝘬𝘦). But the data captures students in public and private schools in just about every state in the US ranging from Maine to New Mexico.

The bad news for these youth in “high-achieving schools?”

They are considered an “at risk group.”

This is according to a 2019 report from the National Academies of Sciences, Engineering and Medicine.

Right alongside other “at risk groups” including:

Kids living in poverty and foster care.

Kids whose parents just immigrated to the US.

And wait for it:

Kids with incarcerated parents.

You read that correctly. Your neighbor’s kid who’s trying to get a rowing scholarship at Dartmouth is statistically as likely to suffer from clinical anxiety, depression and prone to substance abuse as a child with parents in jail.

𝗔𝗿𝗲 𝘁𝗵𝗲 𝗽𝗮𝗿𝗲𝗻𝘁𝘀 𝘁𝗵𝗲 𝗽𝗿𝗼𝗯𝗹𝗲𝗺?
“𝘛𝘩𝘦 𝘨𝘳𝘦𝘢𝘵𝘦𝘴𝘵 𝘣𝘶𝘳𝘥𝘦𝘯 𝘢 𝘤𝘩𝘪𝘭𝘥 𝘮𝘶𝘴𝘵 𝘣𝘦𝘢𝘳 𝘪𝘴 𝘵𝘩𝘦 𝘶𝘯𝘭𝘪𝘷𝘦𝘥 𝘭𝘪𝘧𝘦 𝘰𝘧 𝘪𝘵𝘴 𝘱𝘢𝘳𝘦𝘯𝘵𝘴.”

In my own parenting, I often come back to this quote from Carl Jung.

As parents we have our insecurities.

We have visions for our lives (which may be falling short).

And we genuinely want our kids to be happy.

But somewhere along the way, friendly soccer scrimmages turn into Ivy League Hunger Games, creative projects morph into college admissions tomes and students get pitted against one another for the coveted spots into highly selective universities.

Read more at:
",16,2,FALSE
